MARKER_ID,MARKER_ADDRESS,MARKER_STATUS,LAT,LON,ENVIRONMENT_NAME,A_ROAD_NAME,A_ROAD_TYPE,A_ROAD_SUFFIX,B_ROAD_NAME,B_ROAD_TYPE,B_ROAD_SUFFIX,LOCALITY,DirText
BRT124,,IN CAD,-38.228767,144.580582,BELLARINE RAIL TRAIL,BELLARINE RAIL,TRL,,BANKS,RD,,MANNERIM,EMERG MRKR BRT124: NEAREST I/S BELLARINE RAIL TRL & BANKS RD=> GDA94 LAT:-38.228767 LON:144.580582=> TRAVEL NORTH 340M ON BELLARINE RAIL TRAIL=> LOCKED GATE
BRT125,,IN CAD,-38.236909,144.583142,BELLARINE RAIL TRAIL,BELLARINE RAIL,TRL,,BANKS,RD,,MANNERIM,EMERG MRKR BRT125: NEAREST I/S BELLARINE RAIL TRL & BANKS RD=> GDA94 LAT:-38.236909 LON:144.583142=> TRAVEL SOUTH 565M ON BELLARINE RAIL TRAIL=> LOCKED GATE
BRT126,,IN CAD,-38.2449,144.589571,BELLARINE RAIL TRAIL,BELLARINE RAIL,TRL,,BANKS,RD,,MANNERIM,EMERG MRKR BRT126: NEAREST I/S BELLARINE RAIL TRL & BANKS RD=> GDA94 LAT:-38.2449 LON:144.589571=> TRAVEL SOUTH 565M ON BELLARINE RAIL TRAIL=> LOCKED GATE=> THEN SOUTH 1010M ON BELLARINE RAIL TRAIL
BRT127,,IN CAD,-38.25199,144.596022,BELLARINE RAIL TRAIL,BELLARINE RAIL,TRL,,QUEENSCLIFF,RD,,POINT LONSDALE,EMERG MRKR BRT127: NEAREST I/S BELLARINE RAIL TRL & QUEENSCLIFF RD=> GDA94 LAT:-38.25199 LON:144.596022=> TRAVEL NORTH-WEST 525M ON BELLARINE RAIL TRAIL=> LOCKED GATE=> THEN NORTH-WEST 1020M ON BELLARINE RAIL TRAIL
BRT128,,IN CAD,-38.255504,144.606736,BELLARINE RAIL TRAIL,BELLARINE RAIL,TRL,,QUEENSCLIFF,RD,,POINT LONSDALE,EMERG MRKR BRT128: NEAREST I/S BELLARINE RAIL TRL & QUEENSCLIFF RD=> GDA94 LAT:-38.255504 LON:144.606736=> TRAVEL NORTH-WEST 525M ON BELLARINE RAIL TRAIL=> LOCKED GATE
BRT129,,IN CAD,-38.261541,144.616194,BELLARINE RAIL TRAIL,BELLARINE RAIL,TRL,,FELLOWS,RD,,QUEENSCLIFF,EMERG MRKR BRT129: NEAREST I/S BELLARINE RAIL TRL & FELLOWS RD=> GDA94 LAT:-38.261541 LON:144.616194=> TRAVEL SOUTH-EAST 810M ON BELLARINE RAIL TRAIL
COP108,,IN CAD,-37.83977,144.915882,CITY OF PORT PHILLIP,TODD,RD,,THE BOULEVARD,-,,PORT MELBOURNE,EMERG MRKR COP108: NEAREST I/S TODD RD & THE BOULEVARD -=> GDA94 LAT:-37.83977 LON:144.915882=> TO OPEN LOCKED GATES CONTACT COUNCIL ON 92096777=> TRAVEL SOUTH-EAST 30M ON THE BOULEVARD=> SANDRIDGE LSC
COP109,,IN CAD,-37.839621,144.91648,CITY OF PORT PHILLIP,THE BOULEVARD,-,,TODD,RD,,PORT MELBOURNE,EMERG MRKR COP109: NEAREST I/S THE BOULEVARD - & TODD RD=> GDA94 LAT:-37.839621 LON:144.91648=> TO OPEN LOCKED GATES CONTACT COUNCIL ON 92096777=> TRAVEL EAST 75M ON THE BOULEVARD=> SANDRIDGE LIFE SAVING CLUB
COP110,,IN CAD,-37.839804,144.91739,CITY OF PORT PHILLIP,THE BOULEVARD,-,,TODD,RD,,PORT MELBOURNE,EMERG MRKR COP110: NEAREST I/S THE BOULEVARD - & TODD RD=> GDA94 LAT:-37.839804 LON:144.91739=> TO OPEN LOCKED GATES CONTACT COUNCIL ON 92096777=> TRAVEL EAST 150M THE BOULEVARD=> ENTER CARPARK AT SANDRIDGE LSC=> THEN SOUTH 50M IN CARPARK TO BEACH=> LOCKED GATE AT BAY TRAIL
COP111,,IN CAD,-37.839621,144.91866,CITY OF PORT PHILLIP,THE BOULEVARD,-,,BATMAN,RD,,PORT MELBOURNE,EMERG MRKR COP111: NEAREST I/S THE BOULEVARD - & BATMAN RD=> GDA94 LAT:-37.839621 LON:144.91866=> TO OPEN LOCKED GATES CONTACT COUNCIL ON 92096777=> TRAVEL SOUTH 30M ACROSS GRASS TO BAY TRAIL=> LOCKED GATE AT SANDRIDGE LSC
COP112,,IN CAD,-37.839566,144.919526,CITY OF PORT PHILLIP,THE BOULEVARD,,,BATMAN,RD,,PORT MELBOURNE,=> GDA94 LAT:-37.839566 LON:144.919526=> TO OPEN LOCKED GATES CONTACT COUNCIL ON 92096777=> TRAVEL SOUTH 30M ACROSS GRASS TO BAY TRAIL=> LOCKED GATE AT SANDRIDGE LSC=> THEN EAST 30M ON BAY TRAIL
COP113,,IN CAD,-37.839546,144.920054,CITY OF PORT PHILLIP,THE BOULEVARD,,,CUMBERLAND,RD,,PORT MELBOURNE,=> GDA94 LAT:-37.839546 LON:144.920054=> TO OPEN LOCKED GATES CONTACT COUNCIL ON 92096777=> TRAVEL SOUTH-WEST 70M OVER GRASSED AREA TO BAY TRAIL
COP114,,IN CAD,-37.839567,144.920686,CITY OF PORT PHILLIP,THE BOULEVARD,,,CUMBERLAND,RD,,PORT MELBOURNE,=> GDA94 LAT:-37.839567 LON:144.920686=> TO OPEN LOCKED GATES CONTACT COUNCIL ON 92096777=> TRAVEL WEST 25M ON THE BOULEVARD BEACH ACCESS AT PLAYGROUND=> THEN SOUTH-WEST 20M ACROSS GRASS AT PLAYGROUND=> FOOT ACCESS ONLY
MAN106,,IN CAD,-37.712251,145.293378,MANNINGHAM CITY,LOWER HOMESTEAD,RD,,PAYNES,RD,,WONGA PARK,"EMERG MRKR MAN106: NEAREST I/S LOWER HOMESTEAD RD & PAYNES RD=> GDA94 LAT:-37.712251 LON:145.293378=> KEYS FOR LOCKED GATES WITH WARRANDYTE CFA, POLICE AND COUNCIL ALL HRS ON 98409333=> TRAVEL NORTH-EAST 2105M ON LOWER HOMESTEAD ROAD=> AT CANOE LAUNCH RAMP"
MAN108,,IN CAD,-37.720487,145.236323,MANNINGHAM CITY,JUMPING CREEK,RD,,NELSON,DR,,WONGA PARK,"EMERG MRKR MAN108: NEAREST I/S JUMPING CREEK RD & NELSON DR=> GDA94 LAT:-37.720487 LON:145.236323=> KEYS FOR LOCKED GATES WITH WARRANDYTE CFA, POLICE AND COUNCIL ALL HRS ON 98409333=> TRAVEL NORTH-EAST 880M ON JUMPING CREEK RD=> TO ENTRANCE JUMPING CREEK RESERVE - LOCKED GATE=> THEN NORTH 735M ON JUMPING CREEK RESERVE ROAD=> TO FIRE ACCESS TRACK - LOCKED GATE=> THEN NORTH 1740M ON FIRE ACCESS TRACK=> TO BLUE TONGUE BEND - LOCKED GATE AT FIRE ACCESS TRACK"
MAN109,,IN CAD,-37.732055,145.240768,MANNINGHAM CITY,JUMPING CREEK,RD,,NELSON,DR,,WONGA PARK,"EMERG MRKR MAN109: NEAREST I/S JUMPING CREEK RD & NELSON DR=> GDA94 LAT:-37.732055 LON:145.240768=> KEYS FOR LOCKED GATES WITH WARRANDYTE CFA, POLICE AND COUNCIL ALL HRS ON 98409333=> TRAVEL NORTH-EAST 880M ON JUMPING CREEK RD=> TO ENTRANCE JUMPING CREEK RESERVE - LOCKED GATE=> THEN NORTH 880M TO JUMPING CREEK RESERVE=> AT RIVER VIEWING PLATFORM"
MAN110,,IN CAD,-37.737169,145.226905,MANNINGHAM CITY,YARRA,ST,,KANGAROO GROUND-WARRANDYTE,RD,,WARRANDYTE,"EMERG MRKR MAN110: NEAREST I/S YARRA ST & KANGAROO GROUND-WARRANDYTE RD=> GDA94 LAT:-37.737169 LON:145.226905=> KEYS FOR LOCKED GATES WITH WARRANDYTE CFA, POLICE AND COUNCIL ALL HRS ON 98409333=> TRAVEL EAST 20M ON YARRA ST=> WARRANDYTE RIVER RESERVE CARPARK - LOCKED BARRIER=> THEN EAST 155M IN WARRANDYTE RIVER RESERVE CARPARK=> TO RIVER TRAIL PATHWAY AT EASTERN END OF CARPARK=> THEN EAST 225M ON RIVER TRAIL PATHWAY AT EASTERN END OF CARPARK=> FOOT ACCESS ONLY"
DAR020,,IN CAD,-37.690419,145.054782,DAREBIN CREEK TRAIL 2,MEDORA,AV,,GREENHILLS,RD,,BUNDOORA,EMERG MRKR DAR020: NEAREST I/S MEDORA AV & GREENHILLS RD=> GDA94 LAT:-37.690419 LON:145.054782=> TRAVEL SOUTH-WEST 35M ON PATH TO DAREBIN CREEK TRL=> THEN NORTH 25M ON DAREBIN CREEK TRAIL UNDERNEATH FOOTBRIDGE
DAR021,,IN CAD,-37.686583,145.051685,DAREBIN CREEK TRAIL 2,BLAU,ST,,METROPOLITAN RING ROAD,PATH,,BUNDOORA,EMERG MRKR DAR021: NEAREST I/S BLAU ST & METROPOLITAN RING ROAD PATH=> GDA94 LAT:-37.686583 LON:145.051685=> TRAVEL SOUTH-WEST 360M DOWNHILL ON PATH TO JUNCTION WITH METRO RING ROAD=> LIMITED VEHICLE ACCESS AT PATH ENTRANCE=> THEN WEST 210M ON METRO RING RD TRAIL TO JUNCTION OF DAREBIN CRK TRL=> THEN NORTH-EAST 130M ON DAREBIN CRK TRL AT METRO RING RD UNDERPASS
DAR022,,IN CAD,-37.687348,145.04171,DAREBIN CREEK TRAIL 2,MIDDLE,CT,,MURCHISON,WAY,,THOMASTOWN,EMERG MRKR DAR022: NEAREST I/S MIDDLE CT & MURCHISON WAY=> GDA94 LAT:-37.687348 LON:145.04171=> TRAVEL EAST 105M ON MURCHISON WAY TO DAREBIN CRL TRL=> THEN EAST 90M TO DAREBIN CRK TRL=> THEN SOUTH 80M ON DAREBIN CRK TRL TO JUNCTION WITH THE METROPOLITIAN RING ROAD TRAIL
DAR023,,IN CAD,-37.681236,145.041273,DAREBIN CREEK TRAIL 2,ROWEN,ST,,BICKLEY,AV,,THOMASTOWN,EMERG MRKR DAR023: NEAREST I/S ROWEN ST & BICKLEY AV=> GDA94 LAT:-37.681236 LON:145.041273=> TRAVEL SOUTH-EAST 65M ON ROWEN ST TO TENNIS CLUB CARPARK=> THEN SOUTH-WEST 40M IN CARPARK TO DAREBIN CRK PATH ACCESS=> LOCKED GATE CALL 92172170 FOR ASSISTANCE=> THEN SOUTH-EAST 110M ON PATH TO DAREBIN CRK TRL
DAR024,,IN CAD,-37.671395,145.045141,DAREBIN CREEK TRAIL 2,SYCAMORE,ST,,RADIATA,CT,,MILL PARK,EMERG MRKR DAR024: NEAREST I/S SYCAMORE ST & RADIATA CT=> GDA94 LAT:-37.671395 LON:145.045141=> TRAVEL NORTH-WEST 55M ON SYCAMORE ST TO RESERVE CARPARK=> LOCKED GATES IN CARPARK CALL 92172170 FOR ACCESS=> THEN SOUTH-WEST 80M AT END OF CARPARK TO TRAIL ACCESS=> LOCKED GATE WITH 6A7 KEY=> THEN SOUTH-WEST 525M ON DAREBIN CREEK PATH=> RESTRICTED VEHICLE ACCESS
DAR025,,IN CAD,-37.668239,145.038819,DAREBIN CREEK TRAIL 2,DONALD,ST,,DAREBIN,DR,,LALOR,EMERG MRKR DAR025: NEAREST I/S DONALD ST & DAREBIN DR=> GDA94 LAT:-37.668239 LON:145.038819=> TRAVEL EAST 285M ON ACCESS PATH TO DAREBIN CRK TRAIL CROSS OVER FOOT BRIDGE TO TRL JUNCTION=> GATE ACCESS FROM DONALD ST ENTRANCE - CALL 9217 2170 IF ASSISTANCE REQUIRED=> THEN NORTH 50M ON DAREBIN CREEK TRL
DAR026,,IN CAD,-37.665206,145.036037,DAREBIN CREEK TRAIL 2,HAWKES,DR,,CHILDS,RD,,MILL PARK,EMERG MRKR DAR026: NEAREST I/S HAWKES DR & CHILDS RD=> GDA94 LAT:-37.665206 LON:145.036037=> TRAVEL SOUTH-WEST 460M FROM INTERSECTION OF HAWKES & CHILDS RD ACCESS TO DAREBIN CRK TRAIL SW OF HAWKES DRV
DAR027,,IN CAD,-37.657594,145.035225,DAREBIN CREEK TRAIL 2,BEST,CL,,NARINA,WAY,,EPPING,EMERG MRKR DAR027: NEAREST I/S BEST CL & NARINA WAY=> GDA94 LAT:-37.657594 LON:145.035225=> TRAVEL WEST 250M ON PATH TO FOOTBRIDGE
DAR028,,IN CAD,-37.65228,145.035173,DAREBIN CREEK TRAIL 2,HENDERSONS,RD,,NARINA,WAY,,EPPING,EMERG MRKR DAR028: NEAREST I/S HENDERSONS RD & NARINA WAY=> GDA94 LAT:-37.65228 LON:145.035173=> TRAVEL NORTH-WEST 45M ON HENDERSONS RD TO DAREBIN CREEK TRL ACCESS FROM NORTHERN SIDE OF HENDERSONS RD=> THEN NORTH-EAST 285M ON DAREBIN CRK TRL ALTERNATIVE ACCESS VIA SUNRISE CT=> NO VEHICLE ACCESS VIA HENDERSONS RD
DAR029,,IN CAD,-37.644837,145.031552,DAREBIN CREEK TRAIL 2,KAOLIN,CL,,MCDONALDS,RD,,EPPING,EMERG MRKR DAR029: NEAREST I/S KAOLIN CL & MCDONALDS RD=> GDA94 LAT:-37.644837 LON:145.031552=> TRAVEL EAST 30M TO ENTRANCE OF EPPING SECONDARY COLLEGE=> THEN NORTH 15M ON SECONDARY COLLEGE DRIVEWAY=> THEN WEST 145M DOWN HILL ON PATH FROM EPPING SECONDARY COLLEGE TO DAREBIN CRK TRL
DAR030,,IN CAD,-37.640811,145.032217,DAREBIN CREEK TRAIL 2,ROTHWELL,CT,,CARLISLE,DR,,EPPING,EMERG MRKR DAR030: NEAREST I/S ROTHWELL CT & CARLISLE DR=> GDA94 LAT:-37.640811 LON:145.032217=> TRAVEL NORTH-WEST 40M ON CARILSE DRV TO ACCESS PATH TO DAREBIN CRK TRL=> THEN NORTH-WEST 160M ON ACCESS PATH TO DAREBIN CRK TRL=> THEN WEST 45M ON DAREBIN CRK TRL
DAR031,,IN CAD,-37.635261,145.035363,DAREBIN CREEK TRAIL 2,LANCIA,CT,,HEALEY,DR,,EPPING,EMERG MRKR DAR031: NEAREST I/S LANCIA CT & HEALEY DR=> GDA94 LAT:-37.635261 LON:145.035363=> TRAVEL NORTH-WEST 95M ON LANCIA CT AT END OF CUL DE SAC TO DAREBIN CRK TRL=> THEN NORTH-WEST 60M ON DAREBIN CRK TRL
DAR003,,IN CAD,-37.768839,145.031419,DAREBIN CREEK TRAIL 1,DAREBIN CREEK,TRL,,ABBOTT,ST,,ALPHINGTON,EMERG MRKR DAR003: NEAREST I/S DAREBIN CREEK TRL & ABBOTT ST=> GDA94 LAT:-37.768839 LON:145.031419=> TRAVEL NORTH-WEST 425M ACCESS FROM END OF ABBOTT ST THE TRAVEL NORTH ON DAREBIN CREEK TRAIL
DAR004,,IN CAD,-37.764137,145.027824,DAREBIN CREEK TRAIL 1,GRANGE,RD,,FORD,CR,,THORNBURY,EMERG MRKR DAR004: NEAREST I/S GRANGE RD & FORD CR=> GDA94 LAT:-37.764137 LON:145.027824=> TRAVEL NORTH 165M ON DAREBIN CRK TRL=> LOCKED BOLLARD WD4 KEY CONTACT 8470 8889 FOR HELP=> THEN SOUTH-WEST 70M THEN DOWNSTREAM ON DAREBIN CRK TRL
DAR005,,IN CAD,-37.756818,145.030037,DAREBIN CREEK TRAIL 1,SHEPPARD,ST,,DUNDAS,ST,,THORNBURY,EMERG MRKR DAR005: NEAREST I/S SHEPPARD ST & DUNDAS ST=> GDA94 LAT:-37.756818 LON:145.030037=> TRAVEL EAST 70M ON DUNDAS ST TO ACCESS DAREBIN CRK TRL TRAIL ACCESS EAST 288A DUNDAS ST=> THEN SOUTH-WEST 165M ON DAREBIN CRK ACCESS TRL=> LOCKED GATE WD4 KEY CONATCT 8470 8889
DAR006,,IN CAD,-37.755646,145.030669,DAREBIN CREEK TRAIL 1,SHEPPARD,ST,,DUNDAS,ST,,THORNBURY,EMERG MRKR DAR006: NEAREST I/S SHEPPARD ST & DUNDAS ST=> GDA94 LAT:-37.755646 LON:145.030669=> TRAVEL EAST 70M ON DUNDAS ST TO ACCESS DAREBIN CRK TRL TRAIL ACCESS EAST 288A DUNDAS ST=> THEN SOUTH-WEST 165M ON DAREBIN CRK ACCESS TRL=> LOCKED GATE WD4 KEY CONATCT 8470 8889=> THEN SOUTH-WEST 185M DOWNHILL AND THEN UPSTREAM TO BRIDGE CROSSING
DAR007,,IN CAD,-37.754224,145.031456,DAREBIN CREEK TRAIL,CURZON,ST,,BANKSIA,ST,,IVANHOE,EMERG MRKR DAR007: NEAREST I/S CURZON ST & BANKSIA ST=> GDA94 LAT:-37.754224 LON:145.031456=> TRAVEL NORTH-WEST 825M ON DAREBIN CREEK TRAIL=> LOCKED CHAIN AT BANKSIA ST CONTACT 8470 8889
DAR008,,IN CAD,-37.751043,145.031682,DAREBIN CREEK TRAIL,WIMPOLE,CR,,LIBERTY,PDE,,BELLFIELD (GREATER MELBOURNE),EMERG MRKR DAR008: NEAREST I/S WIMPOLE CR & LIBERTY PDE=> GDA94 LAT:-37.751043 LON:145.031682=> TRAVEL WEST 55M ON WIMPOLE CR LOCKED CHAIN OPPOSITE NOS 58=> LOCKED CHAIN CONTACT 8470 8889 FOR ACCESS=> THEN SOUTH-WEST 250M HEAD DOWNSTREAM ON DAREBIN CRK TRL
DAR009,,IN CAD,-37.746667,145.036267,DAREBIN CREEK TRAIL,LIBERTY,PDE,,GONA,ST,,HEIDELBERG WEST,EMERG MRKR DAR009: NEAREST I/S LIBERTY PDE & GONA ST=> GDA94 LAT:-37.746667 LON:145.036267=> TRAVEL WEST 870M DOWNHILL TO DAREBIN CRK=> LOCKED CHAIN WD4 KEY CONTACT 8470 8889 FRO ACCESS=> THEN SOUTH-EAST 1465M ON DAREBIN CRK TRL DOWNSTREAM FROM DAR010
DAR010,,IN CAD,-37.745675,145.033625,DAREBIN CREEK TRAIL,LIBERTY,PDE,,GONA,ST,,HEIDELBERG WEST,EMERG MRKR DAR010: NEAREST I/S LIBERTY PDE & GONA ST=> GDA94 LAT:-37.745675 LON:145.033625=> TRAVEL WEST 870M DOWNHILL TO DAREBIN CRK=> LOCKED CHAIN WD4 KEY CONTACT 8470 8889 FRO ACCESS
DAR011,,IN CAD,-37.737262,145.032926,DAREBIN CREEK TRAIL,GREENBELT,AV,,WOOD,ST,,PRESTON,EMERG MRKR DAR011: NEAREST I/S GREENBELT AV & WOOD ST=> GDA94 LAT:-37.737262 LON:145.032926=> TRAVEL EAST 575M ACCESS EAST OF TARGET SHOPPING CENTRE CARPARK FOR DAREBIN CREEK TRAIL=> NO VEHICLE ACCESS OVER FOOTBRIDGE
DAR012,,IN CAD,-37.735208,145.037639,DAREBIN CREEK TRAIL,LIBERTY,PDE,,WEST,CT,,HEIDELBERG WEST,EMERG MRKR DAR012: NEAREST I/S LIBERTY PDE & WEST CT=> GDA94 LAT:-37.735208 LON:145.037639=> TRAVEL NORTH-EAST 60M ON TO ACCESS PATH TO DAREBIN CRK TRL OPPOSITE 340=> NO VEHICLE ACCESS=> THEN NORTH-WEST 110M FROM LIBERTY PDE & BUNA INTERSECTION TO ACCESS PATH FOR DAREBIN CREEK TRAIL=> THEN SOUTH-WEST 60M ON DAREBIN CREEK TRAIL
DAR013,,IN CAD,-37.733234,145.039072,DAREBIN CREEK TRAIL,LIBERTY,PDE,,DOUGHARTY,RD,,HEIDELBERG WEST,EMERG MRKR DAR013: NEAREST I/S LIBERTY PDE & DOUGHARTY RD=> GDA94 LAT:-37.733234 LON:145.039072=> TRAVEL NORTH-EAST 125M ON ACCESS PATH TO DAREBIN CRK TRL=> BOLLARD
DAR014,,IN CAD,-37.727258,145.037493,DAREBIN CREEK TRAIL 1,AUTUMNDALE,AV,,CLINGIN,ST,,RESERVOIR,EMERG MRKR DAR014: NEAREST I/S AUTUMNDALE AV & CLINGIN ST=> GDA94 LAT:-37.727258 LON:145.037493=> TRAVEL EAST 95M TO ACCESS PATH AT END OF CLINGIN ST=> THEN NORTH 235M ON DAREBIN CREEK TRL
DAR015,,IN CAD,-37.724687,145.0362,DAREBIN CREEK TRAIL 1,PLENTY,RD,,DAREBIN CREEK,TRL,,RESERVOIR,EMERG MRKR DAR015: NEAREST I/S PLENTY RD & DAREBIN CREEK TRL=> GDA94 LAT:-37.724687 LON:145.0362=> TRAVEL SOUTH-EAST 250M IN C T DARLING PARK CONTINUE TO CRICKET NETS=> LOCKED GATE WD4 KEY. CONTACT 84708889 FOR ACCESS=> THEN SOUTH-WEST 270M ON DAREBIN CREEK TRL
DAR016,,IN CAD,-37.706576,145.033494,DAREBIN CREEK TRAIL 1,RATHCOWN,RD,,NUTWOOD,ST,,RESERVOIR,EMERG MRKR DAR016: NEAREST I/S RATHCOWN RD & NUTWOOD ST=> GDA94 LAT:-37.706576 LON:145.033494=> TRAVEL SOUTH-EAST 405M ON RATHCOWN RD TO DAREBIN CREEK TRL=> LOCKED GATE WD4 LOCK CONTACT 8470 8889 FOR ACCESS=> THEN NORTH 550M ON WESTERN SIDE OF DAREBIN CREEK TRAIL
DAR017,,IN CAD,-37.70114,145.035394,DAREBIN CREEK TRAIL 1,GRONN,ST,,AYR,ST,,RESERVOIR,EMERG MRKR DAR017: NEAREST I/S GRONN ST & AYR ST=> GDA94 LAT:-37.70114 LON:145.035394=> TRAVEL EAST 55M ON GRONIN ST TO DAREBIN CRK TRL ACCESS OPPOSITE 51 AYR ST=> LOCKED BOLLARD WD4 KEY CONTACT 8470 8889=> THEN NORTH 340M ON DAREBIN CRK TRL
WTP001,,IN CAD,-37.931079,144.637465,WESTERN TREATEMENT PLANT,WERRIBEE MAIN,RD,,WILLIAM THWAITES,DR,,COCOROC,EMERG MRKR WTP001: NEAREST I/S WERRIBEE MAIN RD & WILLIAM THWAITES DR=> GDA94 LAT:-37.931079 LON:144.637465=> TRAVEL SOUTH-WEST 240M TO WILLIAM THWAITES DRIVE SECURITY GATE LOCKED GATE AT WERRIBEE MAIN RD CONTACT MELB WATER FOR ACCESS 8734 2222
WTP002,,IN CAD,-37.931972,144.645125,WESTERN TREATEMENT PLANT,WERRIBEE MAIN,RD,,PRINCES OUT-WERRIBEE MAIN,RAMP,OF,COCOROC,EMERG MRKR WTP002: NEAREST I/S WERRIBEE MAIN RD & PRINCES OUT-WERRIBEE MAIN RAMP=> GDA94 LAT:-37.931972 LON:144.645125=> TRAVEL SOUTH-WEST 240M TO WILLIAM THWAITES DRIVE SECURITY GATE LOCKED GATE AT WERRIBEE MAIN RD CONTACT MELB WATER FOR ACCESS 8734 2222=> THEN EAST 680M ON WILLIAM THWAITES DRIVE TO ASSEMBLY POINT NTH
WTP003,,IN CAD,-37.946561,144.639606,WESTERN TREATEMENT PLANT,WERRIBEE MAIN,RD,,PRINCES OUT-WERRIBEE MAIN,RAMP,OF,COCOROC,EMERG MRKR WTP003: NEAREST I/S WERRIBEE MAIN RD & PRINCES OUT-WERRIBEE MAIN RAMP=> GDA94 LAT:-37.946561 LON:144.639606=> TRAVEL SOUTH-WEST 240M TO WILLIAM THWAITES DRIVE SECURITY GATE LOCKED GATE AT WERRIBEE MAIN RD CONTACT MELB WATER FOR ACCESS 8734 2222=> THEN EAST 680M ON WILLIAM THWAITES DRIVE TO ASSEMBLY POINT NTH=> THEN SOUTH-WEST 1685M AT CHLORINE TREATMENT PLANT
WTP004,,IN CAD,-37.974998,144.628474,WESTERN TREATEMENT PLANT,ONE HUNDRED AND SIXTY SOUTH-PRINCES OUT,RAMP,ON,JETTY,RD,,COCOROC,EMERG MRKR WTP004: NEAREST I/S ONE HUNDRED AND SIXTY SOUTH-PRINCES OUT RAMP & JETTY RD=> GDA94 LAT:-37.974998 LON:144.628474=> TRAVEL EAST 260M ON ONE HUNDRED AND SIXTY SOUTH TO ACCESS GATE ALL SERVICES TO PH MELB WATER FOR ACCESS ON 8734 2222=> LOCKED GATE FOB ACCESS REQUIRED.=> THEN EAST 5690M ON 160 SOUTH RD AT INTERSECTION OF METROPLITIAN FARM RD
WTP005,,IN CAD,-37.997408,144.647068,WESTERN TREATEMENT PLANT,FIFTEEN EAST,RD,,THIRTY FIVE E LAGOON SOUTH ONE,RD,,COCOROC,EMERG MRKR WTP005: NEAREST I/S FIFTEEN EAST RD & THIRTY FIVE E LAGOON SOUTH ONE RD=> GDA94 LAT:-37.997408 LON:144.647068=> TRAVEL EAST 810M ON TWO HUNDRED & EIGHT SOUTH RD=> THEN NORTH 150M ON 55 EAST RD=> THEN EAST 305M ON FIFY FIVE E LAGOON ACCESS TRK TO BIRD WATCHING SEATS
WTP006,,IN CAD,-37.969205,144.574893,WESTERN TREATEMENT PLANT,ONE HUNDRED AND SIXTY SOUTH-PRINCES OUT,RAMP,ON,JETTY,RD,,COCOROC,EMERG MRKR WTP006: NEAREST I/S ONE HUNDRED AND SIXTY SOUTH-PRINCES OUT RAMP & JETTY RD=> GDA94 LAT:-37.969205 LON:144.574893=> TRAVEL EAST 260M ON ONE HUNDRED AND SIXTY SOUTH TO ACCESS GATE ALL SERVICES TO PH MELB WATER FOR ACCESS ON 8734 2222=> LOCKED GATE FOB ACCESS REQUIRED.=> THEN EAST 965M ON ONE HUNDRED AND SIXTY SOUTH RD TO INTERSECTION OF MURTCAIM RD
WTP007,,IN CAD,-37.968196,144.563936,WESTERN TREATEMENT PLANT,ONE HUNDRED AND SIXTY SOUTH-PRINCES OUT,RAMP,ON,JETTY,RD,,COCOROC,EMERG MRKR WTP007: NEAREST I/S ONE HUNDRED AND SIXTY SOUTH-PRINCES OUT RAMP & JETTY RD=> GDA94 LAT:-37.968196 LON:144.563936=> TRAVEL EAST 260M ON ONE HUNDRED AND SIXTY SOUTH TO ACCESS GATE ALL SERVICES TO PH MELB WATER FOR ACCESS ON 8734 2222=> LOCKED GATE FOB ACCESS REQUIRED.
WTP008,,IN CAD,-37.994152,144.532295,WESTERN TREATEMENT PLANT,PT WILSON,RD,,PARADISE,RD,,POINT WILSON,EMERG MRKR WTP008: NEAREST I/S PT WILSON RD & PARADISE RD=> GDA94 LAT:-37.994152 LON:144.532295=> TRAVEL SOUTH 1325M ON PT WILSON RD TO JUNCTION WITH PARADISE RD AT GATE 5 ALL SERVICES TO PH 87342222 FOR ACCESS TO LOCKED GATE
WTP009,,IN CAD,-37.996113,144.551194,WESTERN TREATEMENT PLANT,PT WILSON,RD,,PARADISE,RD,,POINT WILSON,EMERG MRKR WTP009: NEAREST I/S PT WILSON RD & PARADISE RD=> GDA94 LAT:-37.996113 LON:144.551194=> TRAVEL SOUTH 1325M ON PT WILSON RD TO JUNCTION WITH PARADISE RD AT GATE 5 ALL SERVICES TO PH 87342222 FOR ACCESS TO LOCKED GATE=> THEN EAST 1665M ON PARADISE RD AT JUNCTION OF GRILLS RD AT NO 2 PUMP PH MELB WATER 8734 2222 FOR GATE ACCESS=> LOCKED GATE AT PT WILSON RD
WTP010,,IN CAD,-37.997112,144.559461,WESTERN TREATEMENT PLANT,PT WILSON,RD,,PARADISE,RD,,POINT WILSON,EMERG MRKR WTP010: NEAREST I/S PT WILSON RD & PARADISE RD=> GDA94 LAT:-37.997112 LON:144.559461=> TRAVEL SOUTH 1325M ON PT WILSON RD TO JUNCTION WITH PARADISE RD AT GATE 5 ALL SERVICES TO PH 87342222 FOR ACCESS TO LOCKED GATE=> THEN EAST 2415M ON PARADISE RD TO JUNCTION OF CHIRNSIDE RD LOCKED GATE AT PT WILSON RD
